issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
2221.0,2301,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,readd drop down content selectors
2311.0,2314,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,rework dblpfetcher to new structure
2206.0,2328,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,add bibtex key deviation check
2261.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization
2318.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization
365.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization
366.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization
772.0,2331,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization
2335.0,2339,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix biblatex cleanup for date field
1323.0,2344,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,follow up for batch fulltext downloader
1446.0,2348,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,only add non empty paths
1779.0,2349,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,integrity checker improvements
2012.0,2358,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,use bibtexformat for month field in medlinefetcher
1681.0,2361,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix a few group related issues
1873.0,2361,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix a few group related issues
2334.0,2361,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix a few group related issues
2209.0,2364,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,be more friendly when using journal alias field
521.0,2364,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,be more friendly when using journal alias field
1721.0,2368,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,never manually set id of a bibentry
2370.0,2372,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,relevance and read status field actions were switched
2011.0,2375,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,preserve sign inside bibtex fields via cleanup
938.0,2388,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,rename xmp data to xmp metadata
2390.0,2396,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,introduce explicit list of all_biblatex_only_fields
2394.0,2400,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,groups matching with brackets in name
2403.0,2405,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,datepicker fix
240.0,2410,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2385.0,2415,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix several file cleanup rename issues
2454.0,2415,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix several file cleanup rename issues
2526.0,2415,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix several file cleanup rename issues
2319.0,2416,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix collapse sub tree functionality for groups tree
2417.0,2424,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,by removing the url when creating an entry by doi
2417.0,2425,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,doi no longer contains url
2427.0,2428,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,arxiv fetcher works with prefix
2458.0,2459,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix conversion of tilde n
2458.0,2464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fix conversion of n and \{n} from latex to unicode
2472.0,2473,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,remove html code from acm fetcher
2486.0,2487,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,make sure that unregistered event sources do not stop jabref from shu…
2481.0,2490,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,classcastexception because of wrong cast
2251.0,2496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,change key binding for cleanup from f to alt f
2498.0,2499,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,display latex free version of field content in entry preview panel
2500.0,2507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fix apostrophe conversion
2506.0,2510,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fix journal title in ris importer
2451.0,2519,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix repeated escaping of sign
2451.0,2521,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix sign cleanup
2522.0,2527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix error when path is no valid directory
2431.0,2531,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,check more results returned by crossref api for matching
2063.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode
207.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode
2465.0,2532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,switch to latex unicode
209.0,2550,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,bib database library
2546.0,2554,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,replaced lrumap with a guava cache
1179.0,2558,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,move whole codebase to package orgjabref
2580.0,2583,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,keyword special field synchronization
2571.0,2586,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,and another unhandled exception
1904.0,2588,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,implement filter groups
2596.0,2601,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,remove ordinalstosuperscriptformatter from recommended biblatex save actions
2589.0,2610,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix title related key patterns in bibtexkeypatternutil
2604.0,2610,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix title related key patterns in bibtexkeypatternutil
2600.0,2611,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix exception when parsing groups which contain a top level group
2501.0,2614,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,cleanup window has a scrollbar now
2613.0,2623,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix
2572.0,2625,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,change dialog of download fulltext to save dialog
1173.0,2634,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,finally write the new group properties to the bib file icon with color description expanded status and automatic groups
1428.0,2634,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,finally write the new group properties to the bib file icon with color description expanded status and automatic groups
210.0,2639,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add option to copy title of bibentries
2573.0,2641,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,improve issue reporting a bit
2484.0,2644,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,refactor oo connection
2455.0,2645,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add crossref as fetcher for everything id entry search based
2483.0,2659,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,oo formatting
2660.0,2661,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add possibility to clear the log at runtime
2599.0,2666,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,add sorting of all groups and subgroups recursively
2667.0,2681,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,and fix swing errors are catched properly and without freezing
2680.0,2681,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,and fix swing errors are catched properly and without freezing
2676.0,2684,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,fileannotationtab now only shows the filename not the full path
1497.0,2688,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,export single corporate author to ms office xml
628.0,2703,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,implement hierarchical keywords
2664.0,2711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,avoid conversion of single underscores
2617.0,2719,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,extend architecture tests to javafx and javafxcollections
2722.0,2727,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fixed freeze on mac os x when creating editing groups
2701.0,2732,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix too may files found
2739.0,2744,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,null pointer exception on get fulltext
2095.0,2747,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,replace datenbank by bibliothek
2739.0,2751,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,sauliusg fix null pointer exception on get fulltext
2766.0,2774,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,if file is not found annotations might be null
2777.0,2778,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fixes handling of unknown pdannotation types
2806.0,2816,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,date editor also accepts incomplete dates
2825.0,2826,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,fix invalid folder when passed file path is empty string
2786.0,2845,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,implement allow selection of multiple groups
2859.0,2862,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fix export and import of ms office day year month acessed fields
2785.0,2864,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,implement resort groups using drag & drop
2843.0,2875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix entry editor
2851.0,2875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix entry editor
2881.0,2882,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix loading of preferencesservice
2890.0,2891,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,adjust tests ads fetcher returns url dblp no longer works with negative operators
2854.0,2921,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,readd context menu to linked files editor
2901.0,2923,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix key combination related exceptions
2931.0,2935,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,open urls for recommneded articles in the browser
2855.0,2937,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix propagation of key events back to the jabref main frame
2938.0,2939,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,ask before deleting associated files from disk in entry
1323.0,2943,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,add a shortcut to quality look up full text documents
549.0,2952,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix the function edit copy bibtex key and link
2949.0,2957,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,fix closing entry editor with esc
2968.0,2972,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add remove link context menu entry in file editor
2960.0,2991,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,check for different editions in the duplicate check
2993.0,2995,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,less backups
2787.0,2997,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,changes in the entry editor mark the database as dirty
2998.0,3002,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,improve auto completion
2970.0,3005,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,javafx replacement for file dialog
2980.0,3007,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add preference migration for keybdingings
2888.0,3019,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,update source tab when an entry is changed
3020.0,3024,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,link missing docbookeditors formatter in layoutentry
2853.0,3030,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fix keybinding in entry editor in localized installation
3035.0,3048,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fix ads fetcher
3034.0,3083,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,make font size in entry editor and group panel customizable
3074.0,3092,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fetcher timestamp
3052.0,3095,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix for issue
3063.0,3097,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,store changes in source tab when new entry is selected
3086.0,3097,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,store changes in source tab when new entry is selected
3103.0,3104,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,source tab doi
3101.0,3105,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,remove entries from prior groups if move operation is selected
1903.0,3111,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,trigger group display update when grouping changes
3113.0,3116,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,move event processing from source tab into entry editor
2718.0,3120,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,additional filter functionality for check integrity popup
3136.0,3137,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,re add normalize to bibtex name format context menu item and menu i…
2941.0,3141,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,increase size of file and keywords editors
3117.0,3141,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,increase size of file and keywords editors
3130.0,3141,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,increase size of file and keywords editors
2539.0,3147,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,export pdf linked files
3100.0,3154,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,add preference to disable validation in the entry editor by default
3145.0,3154,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,add preference to disable validation in the entry editor by default
2946.0,3156,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,close entry editor when the shown entry is removed externally
3157.0,3158,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix freezing on browse in protected terms dialog
3161.0,3162,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,update protected terms list in context menu when a new list is added
3130.0,3163,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fix unparseable fileannotation dates
3165.0,3169,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,allow removal of online links from entry
3170.0,3171,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,add undo functionality to the source tab
3081.0,3182,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,fix focus and keybinding in search
316.0,3202,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,followup to issue
3190.0,3203,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,when groups are removed also remove them from entries
3199.0,3204,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,drop latex editor support
2775.0,3209,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hyphens in last names are properly parsed
3208.0,3210,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add file description to gui and fix sync bug
3172.0,3211,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,added logic to check whether linked file already exists
3229.0,3233,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,implemented issue
3230.0,3241,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,update link to renamed file
3143.0,3243,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,fix for issue import entry from clipboard in different formats
2811.0,3248,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,fix for issue bibtexkey generator does not use crossref information
2955.0,3272,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,open statistics dialog from correct thread
3263.0,3287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,change oo paths to libre office in preferences
3280.0,3288,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,empty string instead of n a in file annotations
3264.0,3303,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,open unix filenames with spaces
3307.0,3308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,add \textendash to the html conversion table
3275.0,3318,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix npe in maintable
3292.0,3325,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,annotations are now automatically refreshed
3342.0,3343,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,fix npe when calling with bib file as cmd argument
2802.0,3351,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,use cite_comment not only for external latex editors but also for cop…
3311.0,3364,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,replace linkedfiles backslashes with forward slashes
3346.0,3368,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,rework autosetfilelinks
3376.0,3378,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,treat crossref titles as optional
3358.0,3388,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,added checking integrity dialog
3347.0,3401,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix npe when saving new file
3311.0,3403,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,replace linkedfiles backslashes with forward slashes
3389.0,3404,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,strip invalid prolog when loading citationstyles
3046.0,3405,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,no longer allow duplicate fields in customized entry types
3432.0,3438,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,fix removal of special fields when syncing them via keywords
3381.0,3443,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,fix for issue
1664.0,3444,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,implements group based on aux file
2594.0,3454,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,replace swingx with standard swing
3109.0,3459,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix for issue
3435.0,3486,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix threading issues
3485.0,3486,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix threading issues
3471.0,3497,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,fix npe in search bar
3500.0,3502,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,update user agent and change acm to https
2533.0,3504,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,convert entry preview panel to javafx
3359.0,3506,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,automatically remove colon and apostrophe from key pattern
3493.0,3507,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,add option to remove the link when file is no longer found
3491.0,3508,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,implement clicking the pdf icon in the linked files editor opens the file
3472.0,3509,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,files starting with bibtex key of a similar entry are no longer found by mistake
3505.0,3512,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,another try to fix the npe in the search bar
3526.0,3529,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add null checks in groupchangeviewmodel
2533.0,3533,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix preview performance
3538.0,3539,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fix options databinding by adding elements if they are not in the initial map
3476.0,3551,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,make path relative when adding automatically found file
2852.0,3553,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix group search performance
3576.0,3578,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,refactor export code to
3584.0,3588,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,initialize previe before mainpanel to prevent npes on delete
3112.0,3591,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,maintable leaves the swing year and comes back in a new javafx dress
3356.0,3591,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,maintable leaves the swing year and comes back in a new javafx dress
3532.0,3591,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,maintable leaves the swing year and comes back in a new javafx dress
3596.0,3597,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lookup filetypes in enum set to prevent npe due to uninitialized expo…
3598.0,3600,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,make it possible to disable autocompletion in the search bar
3576.0,3606,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,add exporter desc to enum analog to import
3605.0,3606,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,add exporter desc to enum analog to import
3608.0,3612,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix npe when changing entries between databases
1750.0,3632,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,export translator field to msoffice xml
2607.0,3642,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,extend ris import with multiple fields
3634.0,3642,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,extend ris import with multiple fields
3634.0,3661,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,export no empty lines in ris format
3645.0,3665,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,migrate importer tests to junit
3648.0,3670,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,chained modifiers work again
3679.0,3690,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,file link deletion dialog improvements
3673.0,3691,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix some fx thread issue
3344.0,3694,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,differentiate inbooks with different chapters
3535.0,3708,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,try to change color of magnifier icon
364.0,3709,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,group separator escaping
938.0,3710,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,dublin core
3613.0,3718,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,add cleanup operation for replacing ligatures
3323.0,3729,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,improve performance for managing journal abbreviations
3146.0,3751,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,add the menubar to the titlebar in macos
2617.0,3766,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,update architecture tests to catch static imports
3678.0,3767,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,extend toolbar with more icons and add tool tips
3799.0,3800,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,change open last edited dialgo to javafx
3796.0,3820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pretend that we have every translation for every key
3818.0,3821,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix copy linked files dialog showing npe when no linked files
3614.0,3824,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,provides download option in context menu and
3818.0,3824,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,provides download option in context menu and
3818.0,3826,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,show dialog when copy files did not found file
3811.0,3865,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,do no longer log invalidfieldvalueexceptions during autosave
3870.0,3871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,switch colors of search icon for the two search modes
3885.0,3887,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,improvements around external file types
3269.0,3904,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,add union intersection toogle to groups menu
3926.0,3927,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,prevent accidentaly deleting a second file when pressing del key
3929.0,3931,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,correct fetcher messages
674.0,3942,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,add external application selection to preferences
393.0,3944,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,replace all ieee urls with
3269.0,3954,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add button icon for union intersection in the groups side panel
3860.0,3965,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fixed url column
3854.0,3967,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix ebookde
3966.0,3968,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix ieee fetcher by enabling cookie support
3966.0,3970,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fixieee
3341.0,3979,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,add text file export for find unlinked files
3239.0,3983,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix ieee preview does not display month
3239.0,3984,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix ieee preview does not display month
3971.0,3988,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,add rfc entry generator id type option
