issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
3994.0,3996,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,duplicate unmodifiable list for sorting
3986.0,4002,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix look and feel related issues
3995.0,4002,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix look and feel related issues
3973.0,4011,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,reimplement tooltips for file and identifier columns
4013.0,4015,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,fix custom exporter not displayed in file chooser
4014.0,4016,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,do not trim or remove whitespace from the title based id fetcher
4018.0,4019,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fix acm fetcher import of entries
3419.0,4040,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,convert shareddatabaseconnect dialog to javafx
4038.0,4047,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,a first solution for the cli problem
4000.0,4056,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,extract old bibtex key generation action
4041.0,4057,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,to make push to application work again on osx
3943.0,4058,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,cpu leak
4098.0,4100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,migrate review field in entry preview to comment
4097.0,4106,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,opens the directory of the currently edited file when opening a new file
4104.0,4107,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,fix a few things in entry editor
4115.0,4116,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,dont report journal name as abbreviated when full name abbreviated name
4120.0,4123,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix convert to bibtex moves contents of the file field
3859.0,4124,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,saves and reloads window state on close and on open
4033.0,4127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,order of fields in customized entry types is saved correctly
4134.0,4181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,no longer freeze when clicking browse in aux import dialog
3062.0,4184,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,ctrl f selects search field again
4165.0,4191,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,do not show recommendations per default in v
4201.0,4212,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,make attached files relative to the file directory
4092.0,4225,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fixed names are not in the standard bibtex format
4169.0,4226,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fix chinese author bibtex key generation
4202.0,4245,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,fix style issues in about dialog
3823.0,4246,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,solved file annotation
4241.0,4252,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix attach file does not relativize file path
254.0,4255,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix for issue koppor auto cleanup url
3959.0,4258,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,migrate to junit
4192.0,4259,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,remove spin comments
3959.0,4260,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix for issue migrate all tests to junit
4233.0,4265,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix npe while merging entries
3861.0,4268,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,convert part of the issue quality cleanup entries
4148.0,4275,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,changed the behavior of the field formatting dialog
4233.0,4289,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix npe in merge entries dialog
4072.0,4291,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix loading and storing of xmp field exclusions
4296.0,4299,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix freeze on import into current library
4087.0,4311,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix drag and drop in entry editor
4305.0,4311,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix drag and drop in entry editor
4307.0,4317,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix that rename and move file throws file not found exception
3850.0,4327,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,save sort order column of main table
4224.0,4327,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,save sort order column of main table
4329.0,4337,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix export of corporate author to msoffice
4222.0,4338,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,added new keyboard shortcut ctrl e for closing the entry editor
4306.0,4350,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix for issue disable rename when filename is the same
4288.0,4355,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,auto trim url field
328.0,4367,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,arxiv fetcher support url
674.0,4368,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,wip default external application push function
4272.0,4369,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fixed testexportasmodsandthenimportasmods
3838.0,4379,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,change latex command handling only for xml chars
3046.0,4389,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,display deprecated fields in misc entry also in optional fields tab
4388.0,4389,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,display deprecated fields in misc entry also in optional fields tab
4272.0,4396,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fixes for all mods exporter tests
4360.0,4405,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,show dialog before creating entry
4356.0,4408,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add a preference to add files in entry editor
3537.0,4413,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix group hit counter when adding entries
1019.0,4415,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,searchable filterable preferences
4417.0,4418,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix generate bibtex key overwrite warning dialog
4422.0,4426,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix arrayindexoutofboundsexception on second pdf import
4409.0,4428,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fixed radiobuttons in preference menu
3189.0,4429,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,fix bug when edit group name
4438.0,4443,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add submodule pull to circle ci and fix theme loading css
3189.0,4470,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,fix group renaming
4467.0,4484,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix save button
4113.0,4498,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,improve page checker
4365.0,4519,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fixed put html in clipboard
443.0,4531,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix button sizes in issue
4437.0,4531,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix button sizes in issue
4437.0,4546,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix for issue some bugs in preference entry table columns
4544.0,4547,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,do not extract file ending from urls
3189.0,4549,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,fixes that renaming a group did not change the group name in the interface
2288.0,4565,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,add uncaught exception message
4580.0,4587,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,add a variable to track the change in preview style
4598.0,4601,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,convert duplicateresolverdialog to javafx
4600.0,4604,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,enable default cursor for new entry
4609.0,4613,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix preview style configuration
4616.0,4618,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,try to fix not on fx thread for search and autocomplete
4591.0,4642,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,add integrity check for books with edition reported as
4641.0,4644,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix for issue remove usage of tempdirectory extension from junit pioneer
4628.0,4658,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,fix for cant save new content selectors
4610.0,4660,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,changed the way the groupdialog description is displayed
4614.0,4696,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,remove resolve duplicate keys dialog
4666.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4667.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4668.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4669.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4670.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4671.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4672.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4673.0,4707,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
4709.0,4713,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fix bibkey generated does not handle diacritics
4714.0,4721,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix entry preview copy exception
1506.0,4722,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,adding additional modifiers to be used in bibtex key generator
4306.0,4727,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,disable renaming
4728.0,4729,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,saving changes and exiting application
4584.0,4730,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,improve toolbar icons and their layout
4724.0,4731,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,fix default import format pattern
4474.0,4738,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,adding support for input methods
4586.0,4743,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,adds a browse button next to the path text field for aux based groups
4666.0,4744,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,move library specific key pattern dialog call to library menu
4583.0,4758,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,modifications to improve contrast of ui elements
1019.0,4759,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,feature implement search filter in show preferences
4023.0,4760,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve remote messaging
4481.0,4760,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve remote messaging
4755.0,4761,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,enable import button only if entry selected
4767.0,4768,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,allow hyphens in bibtexgenygenerator
4764.0,4769,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix removing entries when source code field is out of focus
4754.0,4779,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,fix illegalargumentexception when ranking entries
4733.0,4780,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,nightly indicate the build date and git revision
4762.0,4784,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix opening of entry editor
4785.0,4791,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix npe in duplicate resolver dialog
4786.0,4791,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix npe in duplicate resolver dialog
4736.0,4792,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,relativizes paths to aux files
4789.0,4794,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix closing of library not handling backup and autosave manager shutdown
4783.0,4799,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fixes ok button enabling property in group dialog
4783.0,4801,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fixed group creation with default settings
4441.0,4807,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,item count in a group updated correctly
4679.0,4807,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,item count in a group updated correctly
4805.0,4815,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,enhanced message log
4811.0,4815,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,enhanced message log
4817.0,4818,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,put renaming of file entries in javafx thread for cleanup
4819.0,4822,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,convert autolinkfilesaction to javafx
4820.0,4835,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,all buttons in custom dialogs react on enter
4735.0,4839,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix parser exception when loading tex groups with non existing file
4840.0,4847,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,removed default constructor of fxdialogservice
3531.0,4848,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,fix custom name formatters
4854.0,4855,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,improve full text search for several files
3905.0,4860,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,remove deprecated awt apple extension
4873.0,4876,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,fix saving of strings
4857.0,4892,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,fixed closing of the shared database login dialog if the user enters wrong authentication details
4579.0,4896,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,store column widths as integer
2419.0,4910,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,make group dialog resizable
4911.0,4917,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,quick fix for error when opening preferences
4905.0,4918,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fixes throwing an exception when id field is present in bib file
4864.0,4931,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,improve author parsing
490.0,4933,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix for issue
4932.0,4935,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,throw bibentrynotfound exception in case entry is no longer present
4940.0,4943,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix threading issue with opening from recent libraries
4844.0,4950,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fixes remaining issues in
4490.0,4962,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix for issue download fulltext for multiple entries
4886.0,4964,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,remove ui threadlist for maintable as it prevents sorting in maintable
4913.0,4965,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix downloading pdf produces html as extension
2115.0,4976,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,include preview in entry editor
2016.0,4979,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,fix command line help text
4977.0,4980,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,resize different fonts changing entry type
496.0,4981,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,duplicate check on import should be run in background task
674.0,4991,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,submenu to select push application
4995.0,4996,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix the attach file dialog for starting on the users main directory
4997.0,4999,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,fix iee fetcher
4958.0,5010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fix field formatter save actions throwing exception on autosave
5002.0,5011,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,latex integration project
674.0,5024,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,select push app in preferences
3861.0,5033,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,convert preferencedialog to mvvm
5019.0,5034,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,set up general fields character check not correct & alphabetical ordering
5043.0,5048,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,preserve encoding while copy and pasting in maintable
5028.0,5056,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,fix order of other fields
5036.0,5057,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,remove bindingshelper for ui in maintabledatamodel
5023.0,5058,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix automaticalls set file links task not runinng
5066.0,5068,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add copy linked files action to contextmneu in general tab
5045.0,5086,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,bugfix modified the existing logic to comply crossref resolution with biblatex specification
4816.0,5101,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fixes ris data field
4269.0,5110,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,issue &
3874.0,5118,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix lookup fulltext document not finding files
4680.0,5121,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,add option to allow for integers in field edition when running database in bibtex mode
5002.0,5123,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,add search for citations in latex files back end and gui
2581.0,5125,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,fetcher ottobib
5128.0,5142,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix substring exception in find unlinked files
4629.0,5150,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,fix for issue
5152.0,5190,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,border for group color indicator and some space for tooltip
5152.0,5191,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,tooltip and icon added to group cell
5194.0,5195,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,add citation commands to texparser
5163.0,5197,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,with missing year value in year column
5198.0,5201,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix exception when adding new entry
4836.0,5210,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os
4845.0,5210,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os
5220.0,5224,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix exception when adding field formatter in cleanup entries dialog
4612.0,5229,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,add doi url eprint field to general tab layout
5021.0,5230,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,treat unknown fields as multi line fields
5245.0,5259,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,avoid erroneous materialdesigniconfactory
522.0,5266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,issue
5223.0,5266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,issue
5245.0,5276,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,add shorten doi field formatter
526.0,5280,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,revert get jabref running in eclipse
5116.0,5283,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,unify month field formatting in test bib files jabref jabref
3142.0,5325,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,use binding to update global state manager
4441.0,5325,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,use binding to update global state manager
4846.0,5326,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,fix problem with search and switching between libraries
2857.0,5328,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
3112.0,5328,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
5327.0,5328,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
5334.0,5338,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix npe when opening a non existing file from the recent files menu
5263.0,5340,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix various copy to clipboard issues
5333.0,5347,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,fix display bug for keyword groups with empty keywords
5348.0,5351,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix exception when closing jabref
2902.0,5352,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,bring back the context menu
5254.0,5352,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,bring back the context menu
5022.0,5354,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fix group color when scrolling
4868.0,5355,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix default group color
4574.0,5356,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,show more than one group color bar
5369.0,5382,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix for fallback to in case stored preview cycle pos does no longer exist
5246.0,5385,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,reenable prevcycle
5359.0,5392,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix writing of editor field is duplicated
5169.0,5395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fix exception when merging entries
5383.0,5421,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,add change listener to main table to scroll to imported entry
5084.0,5432,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,fix cursor jump
5447.0,5448,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix nullpointer on import
5035.0,5454,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,fix highlight issues for lists
5277.0,5454,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,fix highlight issues for lists
5458.0,5459,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,temporary fix for colorpicker in groups
5452.0,5471,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,mark oostyle as invalid if no defaultstyle
5069.0,5472,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,fix highlight problem in entry preview
5463.0,5481,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,fix for issue
2389.0,5482,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,add x primary selection clipboard support
5469.0,5483,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix not on fx thread error for custom entry types
5485.0,5495,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fix deprecated crossref rest api parameter
5496.0,5497,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,try to fix dark theme path
4949.0,5501,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,new ads fetcher
5508.0,5513,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,making importing a single file easier issue
5449.0,5519,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix xmp null error
5516.0,5521,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix text colour in merge dialogue
5332.0,5525,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,remove empty customization warning
5532.0,5533,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix a bug that threw a npe when using middle mouse click on windows
4430.0,5539,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,improve performance
5546.0,5554,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,make entry editor dnd behave as specified in settings
5452.0,5556,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,select newly added jstyle in table to prevent exception
5551.0,5558,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,dont remove unwanted characters before first author is s…
555.0,5563,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,make entry editor dnd behave as specified in settings
5615.0,5629,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,side pane not remembering position
5257.0,5665,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,improve change scanner
5664.0,5666,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,auto file finder follows symbolic links
3874.0,5667,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,rename lookup fulltext to download fulltext
,5669,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,
5661.0,5670,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,improve column preference migration
5653.0,5671,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix copy drag and drop action
5679.0,5680,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,add throttle to autosaveuimanager
5615.0,5706,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,revert side pane not remembering position
